image_id,caption
9769,The plow truck driver is talking to his neighbor.
9772,A beautiful bathroom and a guy is in bathroom.
460333,A young boy sitting on a bed in a bedroom.
460333,a young boy sitting on a bed with a lamp on beside it
460333,A little boy sits on a bed with a chair next to it.
460333,The child is waiting for his parents to come in.
190007,this is man riding a wave on a board
190007,A man in a black suit surfing a large wave
190007,a man on surf board riding a wave over his head
190007,A man that is on a surfboard in the water.
230983,A man flying through the air while riding a skateboard.
230983,a man wearing a hat does a trick on  a skateboard
230983,A man in black shirt doing a trick on a skateboard.
230983,The boy jumps with a skateboard over the garbage can.
206411,The man is spraying down the toilet to clean it.
419408,A man riding a skateboard over a rope.
419408,A boy is skateboarding on a pole at a park.
230993,Two women with open umbrellas walking down a street.
230993,"Two women walk outside, both holding up umbrellas"
378454,A man gets air catching the Frisbee near the water.
378454,a man is playing with a green flying disk
378454,A man in white shorts jumping in the air to catch a green Frisbee. 
370270,some Asian women are playing baseball in a store
370270,A woman with a stick hitting something red and blurry in the air indoors.
370270,A young woman is swinging at an object indoors.
370270,A women is playing stick ball between counters.
468577,The small girl is lying on the mattress of a crib. 
468577,Young girl lying on mattress with railing on three sides. 
468577,a girl toddler laying on a day bed 
468577,A young girl lying in a convertible toddler crib.
476770,A group of men playing a game of baseball on a field.
476770,A man in a baseball game running to base and others trying to tag him out.
575081,A boy holding a game controller and playing a video game.
575081,a kid holding his arm up as he plays a video game in the living room 
575081,A young boy in his pajamas is playing a video game.
67180,A woman sitting on a wooden bench on a wall.
67180,A woman is sitting on an old wooden bench.
67180,This woman is sitting on a bench and looking in the right direction.
67180,A woman in grey shirt and hat sitting on a wooden bench.
67180,A woman sitting on a wooden bench next to a rock wall.
501368,A woman in a bathroom blow drying her hair.
501368,A woman wearing a towel holding a blow dryer.
427655,A horse drawn carriage with two women riding on it.
566923,A man covered in blood trying to destroy a fire hydrant.
566923,A man that is covered in liquid near a hydrant.
566923,a fire hydrgon that a man is grabing
566923,A bleeding man leaning against a fire hydrant.
165518,A man drives a motorcycle down a road in the fog.
165518,A man riding a motorcycle through the rain.
378515,A man kneeling down over piles of bananas.
34452,A man bending over in the woods with a frisbee in each hand.
34452,A man standing in a wooden area with a frisbee in his hand. 
34452,The man in the green hat and shirt is holding two Frisbees. 
206487,A man riding a motorcycle with a woman on back of it.
468632,A group of young men standing on top of a soccer field.
468632,A couple of men are running around in a field
468632,A group of men that are on a field playing frisbee.
9891,The man is loading luggage suitcases onto the cart in the parking lot. 
9891,A man who is lifting up a piece of luggage.
9891,Group of men taking their suitcases out of a car. 
9891,Two men handling luggage in a parking structure.
485027,A guy throws a tennis ball in the air to hit it. 
288430,A lady her children with a kite on the beach
288430,A man plays with his family on the beach 
288430,A young woman standing on a sandy beach.
403122,A woman about to serve a tennis ball at a tennis court.
403122,a girl playing tennis with a bad knee
403122,A female tennis player on grass about to serve
190140,A man driving a small boat with a dog sitting on it's front end.
190140,A dog standing on a boat that a man is piloting through the water.
190140,A man driving a boat with his dog looking out over the bow.
190140,A man and a dog on a small boat.
190140,A man in a hat and glasses is sitting on a boat with a dog.
321214,The young is enjoying his cake so much its all over him. 
321214,A toddler eats cake with his hands in his high chair.
321214,A toddler is getting messy while eating his cake. 
321214,Baby boy at the table eating cake frosting off his hand.
394940,A young boy sits at a table with his head in his hand.
394940,The child poses with a fork on his dessert plate.
394940,A young boy wearing a striped shirt eating some food. 
370375,A little boy wearing a baseball hat holding a baseball bat.
370375,A young boy swings a plastic bat while wearing a large helmet.
370375,A small boy holding a bat with a hat pulled over his face.
370375,A boy with a bat has a batting helmet pulled over his face.
485071,Guy falling off his surfboard after losing battle with the wave
485071,A man on a surfboard riding a wave.
485071,A man in shorts falling off of his surfboard
485071,A man is falling off a wave in the ocean.
485071,A man in blue shorts on surfboard riding a wave.
296657,A group of men enthusiastically caught in mid air at the same time.
296657,Six men jumping in the air on the lawn
296657,Six well dressed men jumping into the air simultaneously.
296657,The six men wearing ties are jumping outside
575187,A giraffe sticks his nose and tongue out of a wire fence to accept something a man is offering him.
575187,A giraffe eating out of the hands of a man through fence.
575187,A man in black sweater feeding a giraffe through a fence.
575187,A man feeding a giraffe through a metal fence
575187,A man feeding a giraffe through a fence.
542423,A woman sitting on top of a park bench in a field.
542423,A woman is sitting on a bench in the grass.
542423,A woman sits by herself on a park bench.
567011,A man riding a wave on a surfboard. 
567011,The man is riding the waves on the water on his board. 
567011,A man on a surfboard riding a wave. 
173799,Two men herding a pack of elephants across a field.
173799,A man and a woman holding big wooden sticks with elephants in the background.
67310,A male skater jumps in the air at a skate park.
67310,a man on a skateboard in the air coming on to a ramp
67310,A man is in the air as he performs a stunt on a skateboard.
67310,A young man skateboarding jumps on a concrete ramp.
444142,A man holding a tennis racquet on top of a tennis court.
444142,A man throws a tennis ball into the air to serve it
444142,a male tennis player in a red shirt playing tennis
444142,A young man preparing to serve during a tennis match.
329456,A woman holding something out in her hand
67315,A close-up picture of a man wearing a tie.
67315,A man in a shirt and tie standing up.
67315,A view of a man wearing a casual shirt and tie.
534270,Man and woman with umbrella hats sitting on top of a bridge. 
255749,A man stands beside a bus in a snowy forest at night.
173830,A young man kneeling down while riding skis.
173830,A skier at the end of his run tucking under to go faster.
182021,A man holding a baseball bat while standing on a baseball field.
575243,a man is walking in the rain with an umbrella held close to his head
575243,a man that is walking down the street with a umbrella
18193,A woman in green sweater eating a hotdog by campfire.
18193,A woman eating a sandwich near a campfire.
378673,A man riding a skateboard down the side of a ramp.
378673,A skateboarder is separated from his board as he performs a jump in front of a crowd.
378673,"A person at a skateboard park, jumping his skateboard."
370486,a woman holding a colorful striped umbrella 
370486,A girl stands with her umbrella in hand in a crowd. 
370486,A young woman with a colorful umbrella stands near a crowd.
550714,"The little  girl is eating a banana.
"
550714,A young girl eating a ripe yellow banana.
550714,A girl holding a half eaten banana in her hands.
132931,two men on different baseball teams getting ready for the next move. 
67406,A pair of men fly a kite in a grassy field.
67406,A kite flying around a park with two men near it.
214869,A woman sitting down with a large cell phone holder on her pants.
214869,The woman is pointing to a phone in a cover.
198489,Small girl reaching for her umbrella on a driveway.
198489,a little girl grabbing for a pink umbrella 
198489,A little girl picking up an upside down umbrella by its handle.
198489,A very young girl is about to grab and upside down umbrella. 
75612,A group of men standing around a room together.
198510,A man is seen walking on tracks next to a train.
198510,Rear view of a man with a sack walking on railroad track next to a train.
198510,A man holding something in his hands while walking on the train track while the sun shines on him
198510,A man carrying a bag walking down the train tracks. 
493442,A woman slashing down a snowy hill on skis.
493442,A girl skis in a lot of snow. 
493442,A woman is skiing down a snowy hill.
460683,A man wearing a blue tie with the ten commandments on it.
460683,A man is showing off his religious tie
460683,"A man holds out his tie, which has writing on it."
460683,A man is wearing a tie with many words on it
460683,A man that has the ten commandments on his tie
182155,Two teenage girls paying a video game together.
182155,Two girls play Ninendo Wii while standing in front of a couch.
182155,Two girls with brown hair play with Wii remotes.
182155,Two girls are playing a game on their Nintendo Wii.
157601,A woman eating a sandwich in front of two paper cups filled with a hot liquid.
157601,A woman eating a sandwich with a drink in front of her.
157601,A woman of Asian heritage eating a sandwich at a table with two cups of hot beverages.
157601,An Asian woman eating by a large window.
452515,A woman in white dress playing a game of tennis.
452515,A woman throws a ball up to serve in tennis.
452515,The woman is getting ready to serve in the tennis game.
231339,A little girl is kneeling in front of an open refrigerator. 
231339,a girl is looking into an open refrigerator
231339,a little girl looking inside the refrigerator. 
288685,Many people watch a man and dog herd sheep.
288685,A man standing next to a herd of white sheep.
239537,a man swinging a tennis racket and hitting a ball on a tennis court.
239537,A man holding a tennis racket getting ready to hit a tennis ball.
239537,A male tennis player stands on court and prepares to hit the ball.
239537,A man in white shirt and shorts playing a game of tennis.
67534,A man has a checked shirt and striped tie.
67534,A man wearing a collar shirt with a blue tie
67534,A man wearing a shirt and a pixilated looking neck tie.
67534,"A young man is taking a ""selfie"" of himself. "
108495,Cute girl sitting on a skateboard in the driveway 
108495,a girl sitting on a skateboard in the driveway
108495,A girl is sitting on a skateboard outside
108495,A girl is sitting on the sidewalk on her skate board.
108495,A girl in an orange sweater is sitting on a skateboard.
223182,a tennis player drying off his face with a towel 
223182,A man that is sitting on a bench near a racquet.
223182,A man sitting on top of a green bench with a tennis racquet.
223182,A male tennis player sitting and wiping his head with a towel.
223188,A man riding on the back of a giant bull.
223188,A man dressed as Elvis sitting on top of a bull statue.
468954,A man with glasses on playing wii with a wii remote in his hand.
468954,A man and woman are playing a video game.
468954,A man and girl playing with an interactive video game system.
427997,The woman is playing tennis while a crowd watches.
427997,A woman waiting for a serve while playing tennis.
427997,A young woman playing tennis in a tournament.
427997,A female tennis player stand on a tennis court.
427997,a woman leaning over a bit near the end of a court
206838,two women in swimsuits riding horses in the water
206838,Two bikini clad women riding horses in an ocean
206838,Two women in bikinis on horses stand in the ocean.
206838,Two beautiful women riding horses in the ocean in bikinis.
354307,A man badly beating laying unconscious near a nurse.
354307,This man has several injuries on his face.
354307, A man has cuts in head as he lays across a bed. 
354307,An man with several injuries rests his head on a pillow.
370711,A man taking a picture of items for sale through the front window of a store.
362520,A man flying through the air on top of a skateboard.
215072,"Two women sitting outside,one holding the others hand."
215072,A couple of women are sitting under an umbrella
559160,several boys hanging out at a skate park 
559160,A kid walking with his skateboard in a skateboard park 
559160,boy in a sports jersey holds skateboard in right hand
18491,A boy catches a ball as a player slides to the base.
18491,A boy baseball player running to steal a base while another boy stops him.
297022,a man and his friends are standing outside next to a truck
297022,A black and white photo shows men in a field with a truck.
297022,Three men rest against their truck for a break from work.
297022,An old truck in the field with three men
149568,"The man plays on the beach with his two dogs, one of which is a black standard poodle."
149568,A man and two dogs playing with an object.
149568,A man and two dogs on the beach.
26690,A man is high in the air as he skateboards on the ramp.
26690,A man flying through the air while riding a skateboard.
157767,A group of men standing around a table of food in wooden room.
215114,a man is hiding inside of a refrigerator 
215114,A man is inside the refrigerator with a carrot in his mouth. 
469067,a woman laying down with a cat 
469067,A sleeping woman cuddling a cat in bed.
469067,A women in a blue shirt cuddles up with her cat
469067,A woman laying in bed next to a cat.
100428,A man is grabbing the tie of another person that appears in the mirror.
100428,there are two men that are pulling their ties
100428,A man pulling himself out of a mirror by his own tie.
100428,two men with ties taking a creepy looking photo
100428,Two men accidentally get their ties too tied up
534605,A group of men stand next to their bicycles.
534605,Three men standing around their motorcycles in a parking lot.
428111,A man riding a skateboard up the side of a ramp.
428111,A man is performing tricks on a skateboard ramp.
428111,a man is in the air on a skateboard
428111,a man that is on a skateboard that is on a ramp
231508,A man in black jersey pitching in baseball game.
18519,A young man riding a skateboard down the side of a ramp.
18519,A man doing a trick on roller-skates in a skate park.
18519,a man wearing roller skates doing a jump on the side of a wall 
18519,The man in the helmet is jumping while wearing roller skates. 
288862,A man performing a trick on a ledge on a skateboard.
288862,A man is doing a trick on a skateboard.
288862,A man doing a trick with a skateboard on a ledge.
288862,a man standing on one hand holding onto a skateboard 
329827,Blurry photograph of a woman skiing down a slope
239717,a man is holding a plate and smiling happily
239717,A man holding two plates of food while smiling.
239717,a smiling man holding a little plate of food 
239717,A guy is posing with a plate of food. 
477288,Several men in costume gather together under their umbrellas.
477288,A group of boys wearing black and red uniforms and black boots carries black umbrellas.
485480,a man is holding a bat at a baseball game
485480,A batter that is trying to bunt a ball with his bat.
2153,A baseball player with a bat in his hand as the pitcher gets ready to throw the ball. 
2153,there is a male tennis player that is at base
411754,A man checks his cell phone in a waiting area. 
411754,A man looks at his cell phone in a hallway
411754,A man looks at something that he is holding
411754,A middle aged man is looking at his phone. 
411754,A man with glasses looking at his cell phone.
403565,A man wearing a bike helmet standing next to a bicycle.
403565,A young man in a helmet standing by a bicycle.
403565,A person wearing a red biker shirt stands next to his bike.
51314,A man is surfing on a small wave.
51314,A man that is surfing in the water.
51314,a man riding a surfboard on a wave in the ocean.
346232,Three men who are walking in the sand.
395388,Group of men spectating a cluster of pigs at fair.
370813,a man does a trick on his skate board
133244,A man holding a tennis racquet on a tennis court.
133244,A man taking a swing at  a tennis ball
133244,A man in black shirt and blue shorts playing tennis.
133244,a man standing in the middle of a tennis court with a large crowd watching 
411774,A woman holding a tennis racquet while wearing glasses.
411774,A woman that is sitting down holding a racquet.
411774,A woman wearing glasses holding a tennis racket. 
411774,A girl with a tattoo smiles while holding a racket.
411774,A woman is sitting holding a bug swatter shaped like a tennis racket.
403584,Tow men standing on a beach holding surfboards.
419974,a man standing next to a kitchen counter preparing food.
419974,A dog watching a man cut a piece of food.
419974,A man slices meat in his kitchen while his dog begs from the floor.
419974,A dog sits waiting while his owner cuts some meat.  
542856,A city bus carrying ads featuring women coming to town.
510095,A man is holding a baseball bat. 
510095,A man is holding a bat in a field.
510095,"A man leans back, preparing to swing a bat. "
510095,A man in a field of wild flowers holding an orange bat
510095,A man in casual wear holding a baseball type bat.
231580,A man speaks to some children on a farm.  
231580,a man talking to a group of kids as a cow stands in a cage
231580,The man is talking to the crowd of people
231580,a man talks in front of a group of kids 
231580,A man stands and holds his hands out in front of him.
100510,a woman getting her horse to jump over a couple of poles
305309,A couple of young boys standing around a boy with a baseball bat.
305309,a little boy with a baseball bat in hand
305309,A boy swinging a baseball bat on a field near others.
305309,A kid hold a stick in his hands in the air.
305309,Two young boys in a black and white picture are playing baseball.
182441,A man standing on the beach watching some sea bird feed.
182441,A man standing on a beach in front of the ocean.
182441,A man is standing outside of the water observing the huge flock of birds. 
452784,The cook is rinsing a draining the greens at her kitchen sink.
272566,A man and young girl surrounded by various fruits.
272566,A man and child sitting on a street with fruits in baskets.
272566,A man and young girl sit behind a display of fruits.
518326,Giant dolls sitting in giant beds next to a man wearing an orange safety vest.
518326,A man is working on some parade floats.
428218,A man and woman are playing catch in the backyard.
428218,a man and a woman are playing outside.
125129,A man in an Arabic type outfit on a cell phone.
125129,A man in white is sitting at a table
125129,a man in glasses with a gown seated on a table
493772,A man walking down a rain soaked road holding an umbrella.
493772,A woman with an umbrella is silhouetted on a foggy road.
2261,A man on a blue raft attempting to catch a ride on a large wave.
2261,The boy is looking back at a wave in the ocean. 
2261,A young man is body surfing and paddling in the water.
2261,A man in a black shirt plays on an ocean wave.
2261,A boy riding a boogie board in the ocean waves.
215259,Two women playing a game with a Nintendo Wii controller.
215259,Two women play a game in a living room.
362716,A man swinging a tennis racquet at a ball on a court.
362716,A guy in a green shirt is preparing to hit a tennis ball.
362716,A man who is attempting to hit a tennis ball.
362716,A male tennis player hitting a tennis ball. 
133343,A man with thick sunglasses and multiple piercings sits with his mouth open.
133343,A young man wearing a tie and sunglasses is looking away.
133343,A man in large sunglasses and a lose tie
133343,A man in a suite wearing a pair of sunglasses.
420069,A male baseball player is up to bat.
157928,"Two men with backpacks on, one of which is fastening skis to a sled."
157928,Two men packing up ski equipment after a day of skiing.
239857,A woman is about to throw a frisbee in the dirt.
239857,A woman is playing frisbee at a camp site.
239857,A woman playing Frisbee on a tent city road
239857,A man holding a neon frisbee in his right hand.
313588,The woman holding an umbrella smiles on the narrow street beside the sidewalk.
313588,A woman with a purple umbrella stands on a brick street.
313588,A smiling woman stands outside of a brick building in the rain while holding an umbrella. 
313588,A woman stands on a cobblestone walkway carrying an umbrella. 
313588,A woman standing on a cobbled street holding a pink umbrella. 
35062,A little boy asleep under a sunflower print blanket
559348,The first base coach watches as one of his players is up at bat.
149770,A man riding a wave on top of a surfboard.
149770,The man standing on the surfboard is surfing in the blurry photo. 
149770,A man in black wetsuit riding surfboard on top of water.
149770,A man skillfully water skiing in wild water.
198928,A woman standing next to a light pole by a street.
198928,A woman stands next to a traffic light.
198928,The woman is standing by the stop light.
198928,A woman stands next to a lamp post with a street light on it.
198928,A woman at a crosswalk that has a green light.
84241,A group of women in kitchen next to pot.
84241,Three women cooking in a professional kitchen together.
84241,Two women are laughing in the kitchen while they cook.
84241,two women are talking while they cook in a kitchen
166165,A woman standing on a tennis court holding a racquet.
166165,The woman is on the tennis court to play a game. 
166165,A young woman plays tennis and wipes sweat from her face in this double shot.
166165,Two women on a tennis court playing a game of tennis. 
190753,There is a group of four men sitting on park benches.
190753,A park scene includes men playing chess at folding tables.
190753,4 men play a game on a park bench.
289059,A man standing on a tennis court holding a racquet.
289059,A man in blue shirt and shorts playing a game of tennis.
289059,a man leaning over waiting for a tennis ball to hit 
190756,A man flying through the air while riding a bike.
190756,a man in mid air while riding a motor bike
174371,A woman in camouflage showing a device to young women.
174371,A woman in uniform shows something on her cell phone to a group of girls.
174371,A woman in a military uniform showing a cell phone to a group of girls.
133418,A man holding a tennis racquet on a tennis court.
133418,Happy man standing on a tennis court holding a racket.
133418,A male tennis player has just finished hitting the ball
133418,A man playing tennis on a red coat in all white.
338219,A man looking at motorcycles in a field.
338219,A man looks at a motorcycle amongst others in a field.
534827,a group of young men are riding their motocycles down the street
534827,five men riding their motor cycles on the street
551215,The woman is playing a game of tennis on the court. 
551215,A woman reaching with her tennis racquet on a court.
551215,a woman running across a tennis court  so she can hit the pall 
551215,a female holding a tennis racket and lunging for a tennis ball
248112,A man playing tennis is getting ready to swing at the ball.
248112,The man is swinging the tennis racket in the air. 
411953,A man with a guitar in front of a microphone.
411953,a guy plays guitar on the stage center
411953,a man is playing a guitar on a stage 
411953,A young man singing and playing the guitar.
43314,A man flying through the air while riding skis.
43314,A man on ski's that is in the air.
280891,A woman standing next to a young man near a pile of fruit.
280891,A boy wearing a green shirt posing with some fruit.
280891,A young boy with his hands on his face near some fruit.
125257,A man walking across a snowy mountain road.
125257,A man on a snowboard on a groomed slope.
125257,A snow boarder is going down the slope on his board.
493905,A male Tennis player is trying to secure the ball. 
493905,A man in white shirt and shorts playing a game of tennis.
493905,A tennis player is in mid air with his racquet.
493905,A man jumping up in the air swinging a tennis racket at a ball.
18770,A man in a suit with a blue tie and vest.
18770,A man is wearing a black suit and a printed tie
18770,A man is wearing a dark jacket and a silk vest and tie.
18770,A man wears a dark suit with a dark tie.
182611,A man making his plate with a table full of food. 
280918,Two beautiful young women baking a turkey in a pan..
280918,Two women are taking a turkey out of the oven.
280918,Two woman poses while taking a turkey out of the oven.
264535,A man sitting alone on a park bench in a park.
264535,An old man reads a book on a bench. 
264535,An old man sitting on a bench in a public park.
264535,An old man reading a book on a park bench.
264535,man sitting on a bench in the park
567640,A group of men running across a soccer field.
567640,The boys are playing soccer and they are running the ball 
567640,A group of young boys playing soccer on s field. 
371042,The man playing tennis is reaching up to hit the ball.
510329,A man and woman that are standing next to rocks.
510329,A couple of men holding a black umbrella.
510329,Two men on old architecture pull out umbrella and securing their belongings.
190841,A man on a skateboard jumps over a ramp.
190841,A man in black shirt doing a trick on a skateboard.
190841,A man attempts a trick after riding off of a low ramp.
190841,A man attempts a trick after riding off of a low ramp.
35197,A man is standing on a skateboard at a skate park.
526728,A man and a woman on a sidewalk standing in front of several suitcases. 
526728,A man and a woman are standing behind some suitcases.
297353,A man standing on a purple bed playing an electric guitar
297353,The man is standing on a bed playing guitar.
297353,a man standing on the bed while playing a guitar
297353,A guy with a nice guitar standing on a bed.
453001,A woman watching another woman walk with a suitcase on wheels.  
453001,a girl watching another girl trip while pulling her suitcase
453001,A woman carrying a suit case and losing her balance.
453001,A girl is having a hard time pulling a suit case.
453001,A young beautiful woman in a short jean skirt.
84362,A young boy walking through a living room towards  a cat.
84362,A young boy playing in a living room with a large window.
199055,A man on a skateboard is using his phone.
199055,A man wearing sunglasses getting ready to ride a skate board.
199055,A man skateboards on a skateboard in a concrete area
199055,"A man seems to be disguised as Marty McFly here, from Back to the Future. "
18837,A green utility truck is parked on a street while a man climbs inside.
18837,some people sitting on top of a green truck as another man tries to get in it 
18837,a man is sitting on top of a green truck
240023,A tennis player using his shirt to dry his face during a tournament game.
240023,A man wiping his brow while bouncing a tennis ball.
240023,A tennis player dribbling the ball with  his tennis racket while wiping his face with his shirt.
240023,An athlete wiping sweat from his brow with his shirt.
502168,A group of men on aircraft carrier with other boats in the distance.
502168,Several men on a boat looking over the side.
502168,The men wear hardhats as they work on the aircraft carrier.
51610,A young girl watches a laptop on a bed. 
51610,A little girl sitting in front of a laptop computer.
51610,A little girl sitting on a bed looking at a laptop 
428454,A man on a snowboard para sailing in the snow.
428454,A man on a snowboard using a parachute.
428454,A guy standing on a snowboard in the snow.
428454,A man is on a snow board with a kite.
2473,A man flying through the air while riding skis.
43435,Two men ride surfboards through the crashing waves.
240049,A woman holding a young child in her arms.
240049,A woman holds a baby on her arm and both are looking forward at an enclosed area with two giraffes in it. 
240049,A woman holding a little child as they look at giraffes.
240049,A woman holding a young child looking at some giraffes
240049,a woman and a baby look at giraffes at the zoo
420281,A man wearing glasses eating a hot dog.
420281,A man eats a hot dog while looking at the camera.
420281, A young man with glasses eating a hot dog with bun.
420281,A man with thick black glasses eats a hotdog.
420281,A man who is putting a hot dog in his mouth.
133567,A man standing in front of the Amtrak train.
379332,A man on a court swinging a tennis racket.
379332,A black and white photo of a man playing tennis.
379332,Black and white photograph of a man playing tennis
379332,A man swinging a tennis racket in a t-shirt
231879,A woman holding a birthday cake with one candle near a man with a baby in his lap.
231879,A woman looks at a child being held by a man.
231879,Woman carrying cake near man holding baby at outdoor celebration.
281032,A man stirring something in a foil roasting pan.
281032,A man prepares food in a restaurant kitchen.
281032,A man with his hair tied back prepares food. 
190923,A slanted picture of a woman waiting to cross the street. 
117197,a lady on her phone sitting on a curb
117197,A woman sitting on the sidewalk talking on her cell phone. 
117197,A woman sits on the curb talking on her phone.
117197,This is a woman talking on her cell phone while sitting on the curb.
35279,"A man laying his head down next to electronics, a butterfly, and a book. "
35279,"A man is laying by a racket, laptop, cell phone, and other objects. "
35279,a man lies on the floor next to some gadgets
297427,A man holding a cheeseburger made out of donuts.
10707,A man standing in a living room holding a Nintendo Wii game controller.
10707,A man holding a motion controlled video game controller
10707,A man playing a video game while two men sit on a couch. 
248284,there is a woman holding a umbrella walking in the snow
248284,a woman is walking down the street with an umbrella
248284,A man and woman who are standing in the snow.
223738,Young man in orange jersey swinging a baseball bat.
68093,A woman is sitting on the passenger seat of a motorcycle.
84477,A woman walks out of the ocean towards a beach chair and umbrella.
51712,A man skiing down the side of a snow covered mountain.
51712,A man with goggles on snow skiing on a mountain
51712,a man in a big jacket skiing down a snowy slope 
51712,a man standing on a pair of skis and coming down a snow covered hill
51712,a man in a coat skiing down a hill
223747,a man sleeping with his cat next to him
223747,A young man and his cute cat enjoy a nap together.
223747,A man is sleeping with his head on a pillow.
223747,Man sleeping in his bedroom next to a cat.
10764,A catcher squatting at a base with his gloved hand extended.
84492,Young man skate boarding on railing in urban setting.
84492,A man in white grinding on a skateboard.
84492,A man performs a trick on a skateboard over a rail.
158227,A young boy wearing a baseball uniform holding a baseball bat.
158227,The boy waits to hit the incoming baseball.
158227,A young boy in a baseball uniform getting ready to swing at a pitch.
182805,A woman and a dog sitting on the ground.
182805,A woman holding an umbrella sitting on a blanket next to two dogs.
182805,A woman is playing with her dogs under an umbrella.
182805,A photo of a woman sitting with two dogs.
395801,A woman sits on a bench as people walk down a sidewalk. 
395801,A woman waiting on a bench on the sidewalk as people go by. 
576031,A woman on skis stands on a flat snowy surface.
576031,A lady is trying to go ice skating/skiing. 
576031,A woman is attempting to ski on flat ground while others in the background are playing around.
576031,a woman attempting to ski on a flat hill
125472,A man flying through the air while riding a skateboard.
125472,A man is doing tricks on a skateboard.
125472,a man in the air standing above the skateboard
27186,A little girl playing with an interactive gaming unit.
27186,The little girl is intently playing the video game.
27186,a small girl plays a game of wii 
27186,A little girl standing in front of a couch holding a remote.
27186,"A little, young girl playing the wii in the living room."
576052,A female horse rider mounted near a body of water and mountains.
576052,A man with a hat is on a horse by a dry lake.
289343,A man is riding a large bike through the park.
289343,A man this is on a high wheel bicycle.
199236,"A man riding on a horse, preparing to joust."
199236,A man in an armor riding a horse in front of spectators.
346703,A man and woman standing over a dinner table with a cake.
346703,"A series of images showing a man holding a spoon over a lit candle, then serving a cake with it."
346703,The people watch the man with the spoon over the candle. 
248400,A man opens pizza box and stares at the camera.
248400,A man is pointing at a pizza box with a some words on the inner side.
248400,A boy holding open and gesturing towards a pizza box kid with a message written on it.
297578,A man walking down a street smoking a cigarette.
297578,a man walking down a street smoking a cigarette
297578,A man holding matches and a cigarette in his mouth.
297578,A man lighting a cigarette as he walks on a city street.
477805,A man with glasses sitting in front of a laptop computer.
477805,A man types quickly on a laptop at night.
477805,Man using his laptop computer in a dark room 
477805,A man typing on a laptop computer in the dark.
477805,A man types swiftly on his laptop in the darkness.
322163,A man making a pizza in a kitchen. 
2685,A crowd of people stand near a man behind a bar with wine bottles on it.
412286,A man swinging a tennis racquet towards a tennis ball.
412286,A man holding a tennis racquet hits the ball.
412286,A man running to hit a tennis ball with his racquet. 
412286,A man running towards a ball with a tennis racket in his hand. 
412286,a man reaching up with his tennis racket to hit the ball 
395903,A man carries his surfboard near incoming waves.
395903,a man that is holding a surfboard in hand
125572,a woman riding a bike in the street and a building with a clock in the background
125572,A lady is riding her bike and approaching the huge castle like building. 
289417,A boy standing on skis in the snow.
289417,A small boy skiing down a snowy hill
289417,A boy on skis standing in the snow.
182923,A woman swinging a tennis racquet on a tennis court.
182923,A woman jumping in the air on the tennis court
182923,a women that is playing tennis on a court
182923,There is a woman jumping in the area during a tennis game.
182923,Her long legs propel her high enough to hit the tennis ball.
199310,A man holding a tennis racquet in the yard 
199310,a man standing in the grass holding a tennis rackett
199310,A man in a defensive stance holding a racquet.
199310,A long-haired man standing outside holding a racquet with both hands.
60052,A woman twirling a floral print parasol umbrella.
60052,A woman with a striped shirt is holding an umbrella.
60052,A person that is holding an umbrella in her left hand.
60052,A black and white view of a woman holding an umbrella.
60052,A woman twirling an umbrella with flowers on it.
37988,a woman is throwing a tennis ball to serve
37988,A female tennis player on the court serving a ball.
37988,A female tennis player tossing a tennis ball up.
37988,A women tennis player throwing the ball up for a serve.
37988,A woman tennise player standing at the service line and throwing a tennis ball up in the air to serve it.
330396,A man and a woman holding stuffed teddy bears near the ocean.
330396,A man and a woman watching waves at beach.
330396,A man and woman stand on the beach and look at the ocean.
330396,A man and a woman standing on a stony beach with driftwood
215723,Two men smiling and wearing yellow jackets behind construction markers.
215723,Two men in neon yellow safety jackets sharing a meal next to a food car.
215723,Two men wearing bright yellow construction jackets eating and standing under an orange umbrella
215723,Two men in yellow jackets sitting at a table eating
117425,A toddler celebrates his birthday with a cupcake.
117425,A young boy with a spoon looking at a birthday cupcake.
76468,to black women tennis players shake hands on court
76468,Two women playing tennis in a stadium with a grass court.
527029,A man covering his eyes next to cases of bananas
527029,a person covering his face next to many boxes of bananas
527029,A man standing beside a display of bananas in boxes.
527029,A man standing with his hands over his eyes by a fruit stand.
527029,A man covering his eyes while standing next to multiple boxes filled with bananas.
338624,a man is walking his dog through the city
338624,A man walks his dog down the sidewalk.
338624,A man is walking a dog on a sidewalk.
338624,A man walking his dog down a sidewalk.
338624,A man walks a dog past rows of chairs outside a store.
101068,The man is hitting the water balloon with a bat.
101068,a man is swinging a baseball bat outside
223955,A man holding a red frisbee while standing on lush green field.
223955,A guy playing in a big grassy field with a disc.
223955,A man with long hair is throwing a Frisbee.
223959,A man holding a tennis racquet on a tennis court.
223959,A man in white shirt and black shorts playing tennis.
223959,a male tennis player in a white shirt is holding his racket
223959,A man on a tennis court holding a racket. 
486112,A man is spraying an elephant with a water hose.
486112,a man sprays an elephant with a water hose 
486112,A man sprays an elephant with a water hose.
486112,A man who is hosing down an elephant.
297698,A man is skiing in mid jump onto a ramp.
297698,a man on skis fly through the sky 
297698,A man flying through he air while riding 
51938,A man skiing on top of a pipe.
51938,A man on ice skates sliding across a ramp in the snow.
199395,a man is flying a kite at on the shore at the beach
199395,A man flying a colorful kite over a sandy beach.
199395,a beach with a woman sitting in the sand guiding a kite 
559842,boys wearing red shirts running around after a soccer ball
