image_id,id,caption,female_indicator,male_indicator
100428,706089,there are two men that are pulling their ties,0,1
100428,706566,A man pulling himself out of a mirror by his own tie.,0,1
100428,710637,two men with ties taking a creepy looking photo,0,1
100428,710691,Two men accidentally get their ties too tied up,0,1
534605,6151,Man in motorcycle leathers standing in front of a group of bikes,0,0
534605,6271,"Bikers, dressed in their gear, standing near their motorcycles.",0,0
534605,7990,A group of men stand next to their bicycles.,0,1
534605,8173,Three men standing around their motorcycles in a parking lot.,0,1
534605,8272,Group of three motorcyclists standing in front of their motorcycles.,0,0
428111,697001,A man riding a skateboard up the side of a ramp.,0,1
428111,700145,A man is performing tricks on a skateboard ramp.,0,1
428111,700463,A skateboarder flies through the air in a skate park.,0,0
428111,701564,a man is in the air on a skateboard,0,1
428111,701771,a man that is on a skateboard that is on a ramp,0,1
231508,149207,A baseball player pitching a baseball on a field.,0,0
231508,192932,A baseball pitcher who is in mid pitch.,0,0
231508,193733,The pitcher  on the mound has just let go of a baseball directed to the batter. ,0,0
231508,201854,A uniformed baseball player being watched by people.,0,0
231508,215033,A man in black jersey pitching in baseball game.,0,1
18519,722056,A young man riding a skateboard down the side of a ramp.,0,1
18519,726163,A man doing a trick on roller-skates in a skate park.,0,1
18519,728455,A skateboarder performing a jump off the side of a ramp.,0,0
18519,729994,a man wearing roller skates doing a jump on the side of a wall ,0,1
18519,736471,The man in the helmet is jumping while wearing roller skates. ,0,1
288862,182293,A man performing a trick on a ledge on a skateboard.,0,1
288862,197050,A skateboarder doing a flip at a skate park,0,0
288862,199627,A man is doing a trick on a skateboard.,0,1
288862,215629,A man doing a trick with a skateboard on a ledge.,0,1
288862,250771,a man standing on one hand holding onto a skateboard ,0,1
329827,613521,A person on skis skiing down a mountain.,0,0
329827,616710,A person skiing on a mountain covered with snow,0,0
329827,618615,A skier in a blue and white outfit,0,0
329827,625065,Blurry photograph of a woman skiing down a slope,1,0
329827,629940,A person in a blue coat is skiing down a slope.,0,0
239717,799436,a man is holding a plate and smiling happily,0,1
239717,800240,A man holding two plates of food while smiling.,0,1
239717,800759,a smiling man holding a little plate of food ,0,1
239717,801986,A guy is posing with a plate of food. ,0,1
239717,805616,Server smiling while carrying food inside a busy restaurant.,0,0
477288,75173,Several men in costume gather together under their umbrellas.,0,1
477288,76988,Young people dressed in costume carry black umbrellas.,0,0
477288,78584,A group of boys wearing black and red uniforms and black boots carries black umbrellas.,0,1
477288,79370,A parade of people ij costumes with umbrellas.,0,0
477288,79385,Costumed performers dance in unison with opened umbrellas.,0,0
485480,737088,a man is holding a bat at a baseball game,0,1
485480,737130,a baseball player gets ready to lay down a bunt ,0,0
485480,738339,A batter that is trying to bunt a ball with his bat.,0,0
485480,741651,A baseball player standing next to home plate.,0,0
485480,743622,A baseball player attempting a bunt during a baseball game.,0,0
2153,684192,Batter preparing to swing at pitch during major game.,0,0
2153,684363,A baseball player swinging a bat over home plate.,0,0
2153,684867,A baseball player with a bat in his hand as the pitcher gets ready to throw the ball. ,0,0
2153,687603,A baseball game where the batter is waiting for the pitch.,0,0
2153,689073,there is a male tennis player that is at base,0,1
411754,206220,A man checks his cell phone in a waiting area. ,0,1
411754,209997,A man looks at his cell phone in a hallway,0,1
411754,210540,A man looks at something that he is holding,0,1
411754,211488,A middle aged man is looking at his phone. ,0,1
411754,212178,A man with glasses looking at his cell phone.,0,1
403565,247965,A man wearing a bike helmet standing next to a bicycle.,0,1
403565,249777,A bicyclist stopping on the road to take a picture,0,0
403565,251193,A young man in a helmet standing by a bicycle.,0,1
403565,254949,A person standing next to a bike on top of a road.,0,0
403565,255399,A person wearing a red biker shirt stands next to his bike.,0,0
313454,523359,A man standing at a podium at a USINDO luncheon ,0,1
313454,526743,A man at a podium speaking at an event.,0,1
313454,529299,A man in a suit is talking to a group,0,1
313454,533814,a man speaking at a podium during an event,0,1
313454,534537,A man is speaking at a panel in front of a crowd.,0,1
247917,771741,Two adult men stands with a group of little league baseball players for a group photo,0,1
247917,772317,Two adults and children wearing baseball uniforms and hats.,0,0
247917,774063,A little league team wears orange shirts and black caps.,0,0
247917,774711,A sport team is posing in a park.,0,0
247917,775416,A little league baseball team in orange uniforms posing for a group picture. ,0,0
51314,164058,A man is surfing on a small wave.,0,1
51314,167763,A man that is surfing in the water.,0,1
51314,168303,the surfer is riding the wave sideways along the beach.,0,0
51314,169737,A surfer in a wetsuit sliding through the water.,0,0
51314,171921,a man riding a surfboard on a wave in the ocean.,0,1
346232,693431,these people are walking together down a road,0,0
346232,693539,Three men who are walking in the sand.,0,1
346232,695333,A group of people walking down a road.,0,0
346232,698585,Three young people walking behind a large crowd.,0,0
346232,699530,A group of people are walking and one is holding an umbrella.,0,0
395388,596881,some people and some white sheep in their pens ,0,0
395388,743878,A lot of people walking around and looking at animals.,0,0
395388,745543,People at a stock yard looking at animals ,0,0
395388,746023,Group of men spectating a cluster of pigs at fair.,0,1
395388,746614,People looking at sheep in a series of indoor pens.,0,0
370813,779889,A skateboarder's airborne feet and skateboard near a curb,0,0
370813,780789,a person jumping a skate board in the air ,0,0
370813,782940,Skateboard in middle of maneuver in the air with rider ,0,0
370813,785571,a man does a trick on his skate board,0,1
370813,792633,A person that is standing on a skateboard. ,0,0
133244,151748,A man holding a tennis racquet on a tennis court.,0,1
133244,173522,A man taking a swing at  a tennis ball,0,1
133244,178328,A tennis player is standing close to the net.,0,0
133244,184169,A man in black shirt and blue shorts playing tennis.,0,1
133244,188843,a man standing in the middle of a tennis court with a large crowd watching ,0,1
411774,621124,A woman holding a tennis racquet while wearing glasses.,1,0
411774,626353,A woman that is sitting down holding a racquet.,1,0
411774,627340,A woman wearing glasses holding a tennis racket. ,1,0
411774,629710,A girl with a tattoo smiles while holding a racket.,1,0
411774,629734,A woman is sitting holding a bug swatter shaped like a tennis racket.,1,0
403584,148929,Two people standing on a beach next to the ocean.,0,0
403584,184755,Two surfers stand with their surfboards on a beach.,0,0
403584,190065,Two people on beach holding surfboards under their arms.,0,0
403584,196569,People standing in an over cast ski looking out to sea with surf boards.,0,0
403584,204078,Tow men standing on a beach holding surfboards.,0,1
297084,354455,A young woman licks her lips while eating breakfast.,1,0
297084,355973,Woman caught off guard while eating food from her plate,0,0
297084,360374,A woman in white sweater eating food from plate.,1,0
297084,363005,A woman sits eating food at a table.,1,0
297084,364886,a woman in a bathrobe is eating a meal,1,0
419974,222028,a man standing next to a kitchen counter preparing food.,0,1
419974,234910,A dog watching a man cut a piece of food.,0,1
419974,237832,He is working on the meal while the dog is patiently waiting. ,0,0
419974,239239,A man slices meat in his kitchen while his dog begs from the floor.,0,1
419974,246280,A dog sits waiting while his owner cuts some meat.  ,0,0
280710,288350,A group of people walking down a city street near a bus.,0,0
280710,289808,A few warmly dressed pedestrians walking across a public square.,0,0
280710,292268,A scene of a street.A bus for tourists is standing.,0,0
280710,297410,People crossing the street near a parked sightseeing bus.,0,0
280710,297470,People walking on the sidewalk of a city with a tour bus in the background.,0,0
542856,335359,a public transportation bus with an advertisement on the side ,0,0
542856,340669,A large white bus on a city street.,0,0
542856,341830,a public transit bus on a city street,0,0
542856,345013,A city bus carrying ads featuring women coming to town.,1,0
542856,347335,A bus is going down the street and it has an advertisement on the side of it.,0,0
510095,3471,A man is holding a baseball bat. ,0,1
510095,11292,A man is holding a bat in a field.,0,1
510095,14823,"A man leans back, preparing to swing a bat. ",0,1
510095,15543,A man in a field of wild flowers holding an orange bat,0,1
510095,18762,A man in casual wear holding a baseball type bat.,0,1
534673,189444,A white and blue buss driving on a cobblestone road.,0,0
534673,197604,a public transit bus on a brick surface,0,0
534673,205755,A passenger bus that has been parked on a street.,0,0
534673,206181,A blue and white bus with large windows on it.,0,0
534673,208698,A blue and cream-colored bus is parked on a cobblestone surface.,0,0
231580,766746,A man speaks to some children on a farm.  ,0,1
231580,769290,a man talking to a group of kids as a cow stands in a cage,0,1
231580,772791,The man is talking to the crowd of people,0,1
231580,774087,a man talks in front of a group of kids ,0,1
231580,775122,A man stands and holds his hands out in front of him.,0,1
239773,474119,Baseball player in blue and white uniform swinging at a ball. ,0,0
239773,474488,A baseball player is about to swing at the ball. ,0,0
239773,476543,A baseball player holding a bat on top of a field.,0,0
239773,483041,A pitch approaches the batter in a baseball game.,0,0
239773,484838,A baseball player with a bat watching the baseball.,0,0
100510,58765,an equestrian riding a horse jumping an obstacle ,0,0
100510,61231,A person on a horse jumping over a obstacle.,0,0
100510,62551,A jockey riding and jumping with a horse in an obstacle course.,0,0
100510,62821,a woman getting her horse to jump over a couple of poles,1,0
100510,68296,A rider and horse are a third of the way into a jump.,0,0
305309,600372,A couple of young boys standing around a boy with a baseball bat.,0,1
305309,601740,a little boy with a baseball bat in hand,0,1
305309,602679,A boy swinging a baseball bat on a field near others.,0,1
305309,605079,A kid hold a stick in his hands in the air.,0,0
305309,605973,Two young boys in a black and white picture are playing baseball.,0,1
305317,706054,Several people standing in a green field together while flying kites.,0,0
305317,706828,Several people are flying kites in an open field of grass.,0,0
305317,708391,Several people are flying kites in a field.,0,0
305317,708568,Some people who are flying kites in a field.,0,0
305317,712840,A bunch of people are holding kites and the wind is blowing them on a grassy field.,0,0
460967,598786,A colorful bus parked in a lot beside a tall building with many windows.,0,0
460967,599635,A bus that is red white and blue with advertising on it driving down the street.,0,0
460967,600982,A big bus in a parking lot next to a big building ,0,0
460967,606295,Photograph of an outdoor place with a bus.,0,0
460967,606634,A city bus in the parking lot of a building. ,0,0
182441,809432,A bunch of birds flying around a couple of waves near the ocean.,0,0
182441,809837,A man standing on the beach watching some sea bird feed.,0,1
182441,814295,a number of birds flying over a body of water ,0,0
182441,817335,A man standing on a beach in front of the ocean.,0,1
182441,817864,A man is standing outside of the water observing the huge flock of birds. ,0,1
411817,537541,A group of people playing with interactive gaming units.,0,0
411817,537631,People shopping for interactive video games at Best Buy.,0,0
411817,541408,A group of people playing games while holding remotes,0,0
411817,542608,Group of people play video games at bestbuy,0,0
411817,542683,some people are looking at different television sets,0,0
190637,88188,a small child laying in bed playing nintendo wii,0,0
190637,92025,A small child lounges with a remote in his hand.,0,0
190637,95580,an asian baby laying down and playing wii,0,0
190637,97656,A little boy laying down holding a wii remote.,0,1
190637,98145,A young boy laying in bed holding Nintendo Wii controllers.,0,1
452784,199003,A plate of food that includes lentils and leafy greens.,0,0
452784,224986,a person washing something under the running water of a faucet next to a bowl of greens.,0,0
452784,239122,The cook is rinsing a draining the greens at her kitchen sink.,0,0
452784,248257,a big orange bowl full of assorted veggies with hands above it ,0,0
452784,248956,A person washing their hands near a bowl of broccoli.,0,0
272566,296141,A man and young girl surrounded by various fruits.,1,1
272566,298217,A man and child sitting on a street with fruits in baskets.,0,1
272566,299303,two people siting on the ground near many different fruits,0,0
272566,309590,A man and young girl sit behind a display of fruits.,1,1
272566,309758,A couple of people sitting next to piles of fruit.,0,0
518326,134369,Creepy large doll heads laying in giant oversized fake beds.,0,0
518326,136796,Giant dolls sitting in giant beds next to a man wearing an orange safety vest.,0,1
518326,140714,Three beds in a street with cartoon figures in the bed.,0,0
518326,145079,A man is working on some parade floats.,0,1
518326,156551,A worker tends to large figures placed in oversized beds. ,0,0
362682,749425,A cartoon dog is painted on the side of the passenger bus.,0,0
362682,750796,A bus that is sitting in the street.,0,0
362682,753321,"A decorated, Japanese bus drives down the road.",0,0
362682,754145,A Japanese community bus with a cartoon dog on the side,0,0
362682,755117,a city bus with some art on the side of the bus ,0,0
297147,646945,A motorcycle parked on the pavement near a building.,0,0
297147,648733,A silver and black sports motorcycle parked near a building.,0,0
297147,652153,a black and silver motor cycle parked by a shed,0,0
297147,652738,A black and silver motorcycle outside on the road. ,0,0
297147,657991,This is a motorcycle that is parked near a building. ,0,0
428218,491726,A couple of people standing on top of a green yard.,0,0
428218,492380,A man and woman are playing catch in the backyard.,1,1
428218,492473,Two people standing in a yard with tree's and flowers.,0,0
428218,495800,a man and a woman are playing outside.,1,1
428218,495869,THERE ARE PEOPLE THAT ARE STANDING IN THE GRASS,0,0
256192,778557,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.,0,0
256192,779997,A yellow motorcycle is parked on a road with many bystanders,0,0
256192,789279,"A big, yellow police motorcycle parked on a city street.",0,0
256192,790107,a bright yellow police motorcycle parkd in the road,0,0
256192,795711,A yellow police motorcycle parked on a road near a large crowd behind a barrier.,0,0
469192,21608,A car is parked on dry grass with kites overhead.,0,0
469192,23321,A truck driving through a field with people flying kites.,0,0
469192,23795,An open field with a truck and some kites being flown,0,0
469192,24392,A pickup truck is parked underneath multiple flying kites.,0,0
469192,25514,A truck sitting on a field with kites in the air.,0,0
125129,558878,A man in an Arabic type outfit on a cell phone.,0,1
125129,561386,a person is sitting at the table reading ,0,0
125129,561689,A person on a cell phone sitting at a table.,0,0
125129,562379,A man in white is sitting at a table,0,1
125129,565940,a man in glasses with a gown seated on a table,0,1
84170,124299,a red and white bus and some cars in the rain,0,0
84170,131349,A bus makes a splash in the heavy rain.,0,0
84170,139593,A bus that is driving through the rain,0,0
84170,140676,A bus driving on a rain covered street,0,0
84170,142956,A bus and a few cars are riding in the rain.,0,0
280779,734335,A young man riding skis across a snow covered slope.,0,1
280779,739159,A person is walking in the snow on skis.,0,0
280779,740869,A man in a red jacket skiing during a snow fall.,0,1
280779,742579,A person on cross country skis while it's snowing ,0,0
280779,743185,A cross country skier in the falling snow.,0,0
493772,189551,A man walking down a rain soaked road holding an umbrella.,0,1
493772,206630,A woman with an umbrella is silhouetted on a foggy road.,1,0
493772,207173,a person with a black umbrella standing in the middle of the road,0,0
493772,208208,A person holds an umbrella in the middle of a rode. ,0,0
493772,208502,A person is standing in the middle of a road while its raining.,0,0
59598,266275,A table topped with a laptop computer next to a plate of food.,0,0
59598,272593,"A table with a laptop a plate with a muffin and a banana, a can and a cellphone.",0,0
59598,273652,a laptop on top of a table with a plate with food next to it.,0,0
59598,274462,"A soda, banana and muffin are set near a laptop.",0,0
59598,275533,"TABLE WITH A PLATE OF FOOD A DRINK, CELL PHONE AND A COMPUTER",0,0
461009,148004,A man holding an apple between his fingers.,0,1
461009,151346,  guy sitting down holding a peach between fingers,0,1
461009,154631,A man holding a ball in his hand in a room.,0,1
461009,156392,A man is holding fruit between his fingers.,0,1
461009,156743,a picture of a guy holding an apple,0,1
190676,639733,A panoramic shot of several people standing near a plane.,0,0
190676,641032,There is a group of people gathered around an airplane outdoors. ,0,0
190676,645661,The people was outside about to aboard the plane,0,0
190676,646027,Men lined up an a runway in a desert greet an arriving jet plane.,0,0
190676,646048,People lined up near an airplane and others in military uniform.,0,0
2261,647108,A man on a blue raft attempting to catch a ride on a large wave.,0,1
2261,649928,The boy is looking back at a wave in the ocean. ,0,1
2261,652670,A young man is body surfing and paddling in the water.,0,1
2261,655658,A man in a black shirt plays on an ocean wave.,0,1
2261,655676,A boy riding a boogie board in the ocean waves.,0,1
313562,280531,A woman selling raw carrots at an outdoor market,1,0
313562,281335,In lady standing with her hand on carrots in a market.,1,0
313562,282652,A woman standing behind a table with carrots on it at a produce market.,1,0
313562,283246,A woman has an apron and head scarf while touching carrots at a produce market.,1,0
313562,285880,A woman standing in a kitchen touching a pile of carrots.,1,0
215259,249130,Two women playing a game with a Nintendo Wii controller.,1,0
215259,249820,two people standing close to each other playing nintendo wii,0,0
215259,252229,Two people playing wii in a living room.,0,0
215259,253582,Two women play a game in a living room.,1,0
215259,253996,two people playing video game while standing one in purple is smiling,0,0
215259,257398,Two people holding wii remote controls in a living room.,0,0
362716,538805,A man swinging a tennis racquet at a ball on a court.,0,1
362716,542540,A guy in a green shirt is preparing to hit a tennis ball.,0,1
362716,544394,A man who is attempting to hit a tennis ball.,0,1
362716,546395,A male tennis player hitting a tennis ball. ,0,1
362716,547778,A tennis player is swinging at a tennis ball on a sunny day. ,0,0
133343,417215,A man with thick sunglasses and multiple piercings sits with his mouth open.,0,1
133343,421031,A young man wearing a tie and sunglasses is looking away.,0,1
133343,421238,A man in large sunglasses and a lose tie,0,1
133343,421937,Man with terrible glasses and a horrible lip ring.,0,0
133343,425249,A man in a suite wearing a pair of sunglasses.,0,1
420069,590813,A group of people playing a game of baseball on a field.,0,0
420069,592745,A male baseball player is up to bat.,0,1
420069,594068,A black and white photo of an old fashion baseball game.,0,0
420069,743825,A group of people play a game of baseball in a field. ,0,0
420069,743888,an informal baseball game is held in an open field.,0,0
157928,164406,A cooler attached to a sled near some skiers ,0,0
157928,165765,"Two men with backpacks on, one of which is fastening skis to a sled.",0,1
157928,195384,A MAN IS PACKING UP SKIES ON THE SNOW LAND,0,0
157928,199557,Two people in the snow with skis and a cooler.,0,0
157928,206628,Two men packing up ski equipment after a day of skiing.,0,1
239857,648167,A woman is about to throw a frisbee in the dirt.,1,0
239857,650813,A woman is playing frisbee at a camp site.,1,0
239857,651725,A woman playing Frisbee on a tent city road,1,0
239857,656465,There is a green Frisbee in the air with red chairs in the background.,0,0
239857,657326,A man holding a neon frisbee in his right hand.,0,1
354547,715702,a man in a white suit standing in front of some bushes ,0,1
354547,715846,"A man with a beard wearing a white suit standing near a garden,",0,1
354547,718768,A man wearing a suit and standing on a field of grass.,0,1
354547,721147,a man standing in the grass with his hands in his pockets,0,1
354547,722890,a man that is in a suit that is outside,0,1
313588,683814,The woman holding an umbrella smiles on the narrow street beside the sidewalk.,1,0
313588,683877,A woman with a purple umbrella stands on a brick street.,1,0
313588,685863,A smiling woman stands outside of a brick building in the rain while holding an umbrella. ,1,0
313588,686343,A woman stands on a cobblestone walkway carrying an umbrella. ,1,0
313588,686799,A woman standing on a cobbled street holding a pink umbrella. ,1,0
59635,416427,Woman in wet suit considers waves near forested coastline.,0,0
59635,417069,a black and white photo of people with surf boards,0,0
59635,419310,A movie scene where actors are pretending to surf.,0,0
59635,420006,The dual image shows people carrying their surfboards under their arms.,0,0
59635,420834,A group of people with surf boards near a big wave.,0,0
35062,426311,a sleeping child in a bed with a black and white cover,0,0
35062,426650,A bed with a person sleeping in it covered in a blanket.,0,0
35062,429854,A little boy asleep under a sunflower print blanket,0,1
35062,430772,A person in a bed with a dark bedspread with flowers.,0,0
35062,434453,Child in bed covered with a flower patterned blanket. ,0,0
559348,608729,PEOPLE ARE SITTING IN THE STANDS WATCHING A BASEBALL GAME,0,0
559348,615428,A baseball player at bat during a baseball game.,0,0
559348,615698,A baseball game in progress with the batter up to plate.,0,0
559348,619148,The first base coach watches as one of his players is up at bat.,0,0
559348,619451,a baseball player is about to make a pitch ,0,0
2299,692974,Many small children are posing together in the black and white photo. ,0,0
2299,693640,A vintage school picture of grade school aged children.,0,0
2299,694699,A black and white photo of a group of kids.,0,0
2299,697432,A group of children standing next to each other.,0,0
2299,698791,A group of children standing and sitting beside each other. ,0,0
469246,5746,A commuter train stops at a train station for passengers.,0,0
469246,6262,Passengers wait for a train as it approaches the platform.,0,0
469246,7846,Person waiting on a train platform near a train.,0,0
469246,16261,A side view of a train by the street.,0,0
469246,822878,A train stops at the station while people hurry to get on.,0,0
321790,811162,A young man holds up a tennis racket.,0,1
321790,814075,a man that is holding a tennis racket,0,1
321790,816083,A man in a Lacoste shirt playing tennis outside.,0,1
321790,816467,A tennis player getting ready to play a game.,0,0
321790,817154,A man holding a tennis racket at the tennis courts.,0,1
92416,87331,A young man holding a bottle of beer while wearing a suit.,0,1
92416,93391,A male with a bottled beverage wearing a flower in his lapel.,0,1
92416,94105,A man holding a bottle of something to drink,0,1
92416,94282,A man in a suit having a beer by the water.,0,1
92416,98071,A young man in a suit and tie with a beer in his hand.,0,1
477441,266609,A large passenger jet sitting on top of an airport tarmac.,0,0
477441,272042,An airplane pulled up to a gate on the tarmac.,0,0
477441,273200,"An airplane sits outside, ready at the airport.",0,0
477441,276233,A large jet is in the loading area.,0,0
477441,279425,An airplane and a person on the tarmac. ,0,0
149770,801888,A man riding a wave on top of a surfboard.,0,1
149770,803364,The man standing on the surfboard is surfing in the blurry photo. ,0,1
149770,803373,A single surfer striking a pose after catching a wave.,0,0
149770,804144,A man in black wetsuit riding surfboard on top of water.,0,1
149770,813474,A man skillfully water skiing in wild water.,0,1
198928,120790,A woman standing next to a light pole by a street.,1,0
198928,130441,A woman stands next to a traffic light.,1,0
198928,130546,The woman is standing by the stop light.,1,0
198928,130663,A woman stands next to a lamp post with a street light on it.,1,0
198928,133795,A woman at a crosswalk that has a green light.,1,0
84241,361448,A group of women in kitchen next to pot.,1,0
84241,364658,Three women cooking in a professional kitchen together.,1,0
84241,367085,They are all working in the kitchen together.,0,0
84241,367343,Two women are laughing in the kitchen while they cook.,1,0
84241,367931,two women are talking while they cook in a kitchen,1,0
100624,225595,A woman walking down a street talking on a cell phone.,1,0
100624,228916,A woman on her cellphone standing on the sidewalk in a city. ,1,0
100624,231040,A girl is standing by a storefront while talking on her phone.,1,0
100624,237727,A women looking over at something while talking on the phone .,1,0
100624,242830,a woman standing on a sidewalk while using a cell phone ,1,0
166165,226287,A woman standing on a tennis court holding a racquet.,1,0
166165,238833,The woman is on the tennis court to play a game. ,1,0
166165,241191,A young woman plays tennis and wipes sweat from her face in this double shot.,1,0
166165,244662,A tennis player is shown wiping the sweat and engaging in action.,0,0
166165,246483,Two women on a tennis court playing a game of tennis. ,1,0
190753,22434,There is a group of four men sitting on park benches.,0,1
190753,24198,Men playing games on a table in the park.,0,0
190753,24312,A park scene includes men playing chess at folding tables.,0,1
190753,30120,"A group of people sitting in a park doing various things such as playing chess, waiting for something with luggage, or just relaxing.",0,0
190753,30849,4 men play a game on a park bench.,0,1
411938,258110,A person holding a huge teddy bear while riding a bike in the street.,0,0
411938,261383,A boy is riding a bike with a teddy bear as a person sitting is toasting a beer.,0,1
411938,261938,People riding bicycles with a teddy bear on a city street,0,0
411938,266147,A woman holding a teddy bear riding a bike with friends,1,0
411938,267482,Woman holding a teddy bear on the back of a bicycle. ,0,0
289059,334376,A man standing on a tennis court holding a racquet.,0,1
289059,341267,A tennis player waits for the ball to be hit.,0,0
289059,343889,A tennis player crouched in a ready position.,0,0
289059,355907,A man in blue shirt and shorts playing a game of tennis.,0,1
289059,359252,a man leaning over waiting for a tennis ball to hit ,0,1
190756,496016,A man flying through the air while riding a bike.,0,1
190756,498629,a person jumping in the air on  a motorcycle,0,0
190756,499856,MOTOR CROSS BIKE AND RIDER IN THE AIR DOING TRICKS,0,0
190756,500777,a man in mid air while riding a motor bike,0,1
190756,501131,A person who is on their motorcycle in the air.,0,0
174371,349328,A woman in camouflage showing a device to young women.,1,0
174371,350012,A woman in uniform shows something on her cell phone to a group of girls.,1,0
174371,352865,A woman in a military uniform showing a cell phone to a group of girls.,1,0
174371,354251,a group of children gathered around an adult in a military uniform showing them a cell phone.,0,0
174371,358286,Six females gathered around a cell phone smiling.,0,0
493864,208050,A man standing on a wet beach holding a blue board.,0,1
493864,229212,A smiling surfer standing on the beach with his board,0,0
493864,233766,A man in a wet suit holding a surf board with another person in the back ground near the ocean holding a surf board also.,0,1
493864,234033,a man holding onto a surfboard while standing on the beach ,0,1
493864,239154,A man in a wetsuit carries a surfboard on the beach.,0,1
133418,83470,A man holding a tennis racquet on a tennis court.,0,1
133418,89818,A tennis playing tennis on a dirt court. ,0,0
133418,89866,Happy man standing on a tennis court holding a racket.,0,1
133418,90814,A male tennis player has just finished hitting the ball,0,1
133418,91825,A man playing tennis on a red coat in all white.,0,1
338219,225968,A couple of motorcycles parked next to each other.,0,0
338219,257045,A man looking at motorcycles in a field.,0,1
338219,257900,Many motorcycles are parked in the ground.A middle aged person standing near a bike.,0,0
338219,263144,A man looks at a motorcycle amongst others in a field.,0,1
338219,264398,a close up of some motorcycles parked on a grassy field,0,0
534827,310577,a group of young men are riding their motocycles down the street,0,1
534827,311018,five men riding their motor cycles on the street,0,1
534827,311042,Motorcyclists are riding down the street with each other.,0,0
534827,315014,Five people riding some motorbikes on the road,0,0
534827,320237,People are riding on motorcycles together down a street.,0,0
84270,662478,A crowded airport filled with people carrying luggage.,0,0
84270,663774,Travelers making their way through a busy transport hub.,0,0
84270,666099,An airport lobby in which several people stroll by with their luggage.,0,0
84270,666891,An airport terminal with many people carrying their luggage.,0,0
84270,669693,A busy airport with many people walking around.,0,0
551215,393811,a tennis player running to get to the ball,0,0
551215,395968,The woman is playing a game of tennis on the court. ,1,0
551215,516499,A woman reaching with her tennis racquet on a court.,1,0
551215,517588,a woman running across a tennis court  so she can hit the pall ,1,0
551215,520132,a female holding a tennis racket and lunging for a tennis ball,1,0
248112,384685,A man playing tennis is getting ready to swing at the ball.,0,1
248112,386215,A person standing on a court with a tennis racket.,0,0
248112,386668,"Strike a pose, you hunky young tennis player!",0,0
248112,389458,A person is playing tennis on a dark grass court.,0,0
248112,390301,The man is swinging the tennis racket in the air. ,0,1
411953,789821,A man with a guitar in front of a microphone.,0,1
411953,790277,a guy plays guitar on the stage center,0,1
411953,791216,a man is playing a guitar on a stage ,0,1
411953,795017,Man wearing a white shirt and black tie playing a guitar. ,0,0
411953,797006,A young man singing and playing the guitar.,0,1
43314,730038,A man flying through the air while riding skis.,0,1
43314,734877,Skier in mid air following loss of balance on mountaintop.,0,0
43314,736902,A man on ski's that is in the air.,0,1
43314,741300,a person on skis doing a trick over the snow ,0,0
43314,825049,A downhill skier doing a trick in front of the camera.,0,0
395575,540229,THERE IS A BENCH IN FRONT OF TE LAKE ,0,0
395575,541438,A bench in a green park overlooks a reflecting pool.,0,0
395575,542719,a bench sits between a pond and the tree line,0,0
395575,547051,"View of a pond with reflection of the surrounding scenery, with a bench and statue surrounded with flowers and trees,",0,0
395575,547948,A picture full of water and some trees around. ,0,0
280891,338376,A woman standing next to a young man near a pile of fruit.,1,1
280891,339729,A boy wearing a green shirt posing with some fruit.,0,1
280891,339795,A young boy with his hands on his face near some fruit.,0,1
280891,340362,A child with oranges and apples biting into one.,0,0
280891,342711,a person leaning on a bunch of oranges and apples,0,0
26941,748879,A bunch of suitcases that are on a cart.,0,0
26941,751788,a little green cart filled with assorted suitcases ,0,0
26941,754268,Seven suitcases are stacked on top of a dolly,0,0
26941,756467,A pile of suitcases that are stacked on a green roller.,0,0
26941,758781,A green cart with old luggage on it standing by.,0,0
231747,44950,Baseball memorabilia is displayed in glass stacked casings.,0,0
231747,45613,a glass enclosure with a variety of vintage baseball memorbilia,0,0
231747,49912,"Photos of sports memorabilia including shirts, caps, and baseball bats.",0,0
231747,50242,Shots of many baseball uniforms on display as well as some baths.,0,0
231747,50641,Several museum displays of baseball uniforms and bats.,0,0
125257,137833,a person walking on a snow covered field.,0,0
125257,138106,A man walking across a snowy mountain road.,0,1
125257,140941,a person riding a snow board on a snowy slope,0,0
125257,142036,A man on a snowboard on a groomed slope.,0,1
125257,142759,A snow boarder is going down the slope on his board.,0,0
493905,280009,A male Tennis player is trying to secure the ball. ,0,1
493905,281635,A man in white shirt and shorts playing a game of tennis.,0,1
493905,282685,A tennis player is in mid air with his racquet.,0,0
493905,283678,A man jumping up in the air swinging a tennis racket at a ball.,0,1
493905,284062,Man in white outfit swinging a racket at a tennis ball.,0,0
18770,329980,A man in a suit with a blue tie and vest.,0,1
18770,330979,A man is wearing a black suit and a printed tie,0,1
18770,332332,A man is wearing a dark jacket and a silk vest and tie.,0,1
18770,333259,THERE IS A MAN STANDING WITH A TIE AND SUIT ON,0,0
18770,335971,A man wears a dark suit with a dark tie.,0,1
182611,339610,A man making his plate with a table full of food. ,0,1
182611,340147,People serving themselves food from a buffet table in a private home.,0,0
182611,341044,Two people with lots of food on a table and each has a plate,0,0
182611,342196,A large bunch of food is on a kitchen table.,0,0
182611,343552,A nman with tattos picks up food from a table.,0,0
280918,153550,Two beautiful young women baking a turkey in a pan..,1,0
280918,205903,Two women are taking a turkey out of the oven.,1,0
280918,221152,Two ladies taking a turkey outside of an oven.,0,0
